index,Series_ID,Dt,Value,Per_Change,datekey
678,CUSR0000SETA02,2015-10-01,146.4,-1.7,20151001
679,CUSR0000SETA02,2015-09-01,147.55,-1.5,20150901
680,CUSR0000SETA02,2015-08-01,148.29,-0.8,20150801
681,CUSR0000SETA02,2015-07-01,149.08,-0.1,20150701
682,CUSR0000SETA02,2015-06-01,149.48,0.4,20150601
683,CUSR0000SETA02,2015-05-01,149.29,0.2,20150501
684,CUSR0000SETA02,2015-04-01,148.4,-0.5,20150401
685,CUSR0000SETA02,2015-03-01,147.69,-1.29,20150301
686,CUSR0000SETA02,2015-02-01,147.26,-2.29,20150201
687,CUSR0000SETA02,2015-01-01,144.88,-4.4,20150101
688,CUSR0000SETA02,2014-12-01,145.83,-4.3,20141201
689,CUSR0000SETA02,2014-11-01,147.49,-3.0,20141101
690,CUSR0000SETA02,2014-10-01,148.95,-1.5,20141001
691,CUSR0000SETA02,2014-09-01,149.86,-0.4,20140901
692,CUSR0000SETA02,2014-08-01,149.47,0.0,20140801
693,CUSR0000SETA02,2014-07-01,149.22,0.1,20140701
694,CUSR0000SETA02,2014-06-01,148.92,0.1,20140601
695,CUSR0000SETA02,2014-05-01,149.01,0.3,20140501
696,CUSR0000SETA02,2014-04-01,149.22,0.4,20140401
697,CUSR0000SETA02,2014-03-01,149.64,0.5,20140301
698,CUSR0000SETA02,2014-02-01,150.72,0.6,20140201
699,CUSR0000SETA02,2014-01-01,151.54,1.2,20140101
700,CUSR0000SETA02,2013-12-01,152.46,2.2,20131201
701,CUSR0000SETA02,2013-11-01,151.99,2.09,20131101
702,CUSR0000SETA02,2013-10-01,151.25,1.5,20131001
703,CUSR0000SETA02,2013-09-01,150.46,0.5,20130901
704,CUSR0000SETA02,2013-08-01,149.54,-0.89,20130801
705,CUSR0000SETA02,2013-07-01,149.06,-1.89,20130701
706,CUSR0000SETA02,2013-06-01,148.74,-2.29,20130601
707,CUSR0000SETA02,2013-05-01,148.5,-2.0,20130501
708,CUSR0000SETA02,2013-04-01,148.58,-1.0,20130401
709,CUSR0000SETA02,2013-03-01,148.91,-0.2,20130301
710,CUSR0000SETA02,2013-02-01,149.79,-0.1,20130201
711,CUSR0000SETA02,2013-01-01,149.74,-0.89,20130101
712,CUSR0000SETA02,2012-12-01,149.24,-1.89,20121201
713,CUSR0000SETA02,2012-11-01,148.93,-2.09,20121101
714,CUSR0000SETA02,2012-10-01,148.99,-2.0,20121001
715,CUSR0000SETA02,2012-09-01,149.65,-1.29,20120901
716,CUSR0000SETA02,2012-08-01,150.87,-0.3,20120801
717,CUSR0000SETA02,2012-07-01,151.97,1.29,20120701
718,CUSR0000SETA02,2012-06-01,152.26,2.5,20120601
719,CUSR0000SETA02,2012-05-01,151.59,3.5,20120501
720,CUSR0000SETA02,2012-04-01,150.05,3.09,20120401
721,CUSR0000SETA02,2012-03-01,149.26,2.5,20120301
722,CUSR0000SETA02,2012-02-01,149.89,2.5,20120201
723,CUSR0000SETA02,2012-01-01,151.11,3.2,20120101
724,CUSR0000SETA02,2011-12-01,152.08,4.4,20111201
725,CUSR0000SETA02,2011-11-01,152.19,5.09,20111101
726,CUSR0000SETA02,2011-10-01,151.99,5.3,20111001
727,CUSR0000SETA02,2011-09-01,151.68,5.3,20110901
728,CUSR0000SETA02,2011-08-01,151.31,5.5,20110801
729,CUSR0000SETA02,2011-07-01,149.97,5.19,20110701
730,CUSR0000SETA02,2011-06-01,148.52,4.59,20110601
731,CUSR0000SETA02,2011-05-01,146.48,3.9,20110501
732,CUSR0000SETA02,2011-04-01,145.54,2.7,20110401
733,CUSR0000SETA02,2011-03-01,145.65,2.29,20110301
734,CUSR0000SETA02,2011-02-01,146.18,2.09,20110201
735,CUSR0000SETA02,2011-01-01,146.48,2.59,20110101
736,CUSR0000SETA02,2010-12-01,145.67,4.5,20101201
737,CUSR0000SETA02,2010-11-01,144.75,6.59,20101101
738,CUSR0000SETA02,2010-10-01,144.31,8.89,20101001
739,CUSR0000SETA02,2010-09-01,144.03,12.89,20100901
740,CUSR0000SETA02,2010-08-01,143.42,14.69,20100801
741,CUSR0000SETA02,2010-07-01,142.51,16.0,20100701
742,CUSR0000SETA02,2010-06-01,141.95,15.19,20100601
743,CUSR0000SETA02,2010-05-01,140.95,15.0,20100501
744,CUSR0000SETA02,2010-04-01,141.68,16.2,20100401
745,CUSR0000SETA02,2010-03-01,142.38,16.5,20100301
746,CUSR0000SETA02,2010-02-01,143.17,15.1,20100201
747,CUSR0000SETA02,2010-01-01,142.83,12.8,20100101
